item_id,pergunta_id,tema,pergunta,codigo_pronunciamento,autor,data,partido,uf,resumo_oficial,trecho_texto_integral,url_texto_integral,julgamento_relevancia,observacoes
Q09-477791,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,477791,Paulo Rocha,2021-04-08,PT,PA,"Apresentação de Questão de Ordem, com justificativa no Regimento Interno, solicitando. junto ao Presidente Rodrigo Pacheco, a alteração de relatoria do Projeto de Decreto Legislativo (PDL) nº 55, de 2021, que se encontra com o Senador Marcos do Val para a relatoria da Senadora Eliziane Gama.","O SR. PAULO ROCHA (Bloco Parlamentar da Resistência Democrática/PT - PA. Para questão de ordem.) – Sr. Presidente, que me desculpe o Senador Esperidião Amin, nosso decano, mas aqui não é uma simples emoção que desconsidera a posição política daqueles que falaram e daquelas que falaram. Aqui é um sentimento humanista. Portanto, quero falar para o Marcos do Val. Estou aqui há 28 anos e o que eu vou falar não é nenhum desrespeito ao Senador. Eu, quando cheguei aqui, um simples operário, sem grandes formações, fui sendo respeitado pelos outros companheiros, pelos outros colegas, a partir também do respeito que dei a todos. Portanto, eu respeito V. Exa., independentemente da posição política que você tenha. Para dar um exemplo, eu consegui aprovar aqui um projeto de combate ao trabalho escravo, que era nas grandes fazendas lá do Pará, onde era recorrente essa questão do trabalho escravo, e foi um projeto negociado com o então Deputado Caiado, que estava em outro lado, opostamente. E foi assim que nós fomos adquirindo respeito um pelo outro. Portanto, eu respeito V. Exa. Agora, está cheio de contradição, Senador. Como é que você diz que é um estudioso há 20 anos e que, inclusive, é profe…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/477791,,
Q09-477798,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,477798,Rodrigo Pacheco,2021-04-08,DEM,MG,"Resposta à Questão de Ordem suscitada pelo Senador Eduardo Girão com base no art. 175 do Regimento Interno do Senado Federal, acerca da retirada de pauta do Projeto de Decreto Legislativo nº 55, de 2021, que susta os efeitos jurídicos do Decreto nº 10630, de 2021, que flexibiliza o uso e a aquisição de armas no Brasil, publicado pelo Presidente da República, Jair Bolsonaro.
Resposta à Questão de Ordem suscitada pelo Senador Paulo Rocha acerca da urgência do Projeto de Decreto Legislativo citado acima.","O SR. PRESIDENTE (Rodrigo Pacheco. Bloco Parlamentar Vanguarda/DEM - MG. Para responder questão de ordem.) – Agradeço ao Líder Jean Paul Prates. Neste instante, portanto, já determinada a retirada de pauta, em razão do pedido do Relator, resolvo a questão de ordem suscitada pelo Senador Eduardo Girão com base no art. 175 do Regimento Interno do Senado Federal, que, informa, Senador Girão, que a sequência dos trabalhos da Ordem do Dia não poderá ser alterada senão – e aí a ressalva do inciso V que é justamente – pela retirada de qualquer matéria para cumprimento de despacho, correção de erro ou omissão no avulso eletrônico, ou para sanar falhas de instrução. Este caso concreto é revelador de que não há o parecer apresentado pelo eminente Senador Marcos do Val, pelas justificativas apresentadas por S. Exa., assim como aconteceu em relação a outros tantos projetos, porque, repito, estamos num momento de excepcionalidade, levando os projetos diretamente ao Plenário. Portanto, com a ausência do parecer, não é possível submeter a deliberação, daí o motivo da retirada de pauta, fundada no art. 175. E resolvo também a questão de ordem do Senador Paulo Rocha, que invoca o instituto da urgên…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/477798,,
Q09-478113,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,478113,Eliziane Gama,2021-04-15,CIDADANIA,MA,"Apresentação de Questão de Ordem, com fundamento no art. 403 do Regimento Interno do Senado Federal, combinado com o art. 49, inciso V, da Constituição Federal, para elucidar dúvida sobre a possibilidade da prejudicialidade de dispositivos de proposição com base em decisão liminar do Poder Judiciário, acerca dos projetos de decreto legislativos que sustam os decretos presidenciais relacionados a armas.","A SRA. ELIZIANE GAMA (Bloco Parlamentar Senado Independente/CIDADANIA - MA. Para questão de ordem.) – Olá, Presidente. Presidente Rodrigo Pacheco, eu queria cumprimentar V. Exa. e a todos os meus demais colegas. Na verdade, eu quero ler uma questão de ordem sobre os PDLs que sustam os decretos das armas. Eu vou ler aqui, na íntegra, a questão de ordem que nós preparamos. Sr. Presidente, com base no art. 403 do Regimento Interno do Senado Federal, encaminho a presente questão de ordem no sentido de elucidar dúvida sobre a interpretação do Regimento Interno quanto à possibilidade de prejudicar dispositivos de proposição com base em decisão liminar do Poder Judiciário. Mais cedo, o Senador Marcos do Val apresentou seu relatório sobre o PDL 55/2021 e seus apensados. No voto, considerou prejudicada parte dos projetos com fundamento na decisão liminar proferida pela Ministra Rosa Weber, que suspendeu dispositivos dos decretos do Presidente da República. Cumpre salientar que a decisão possui caráter provisório, porque, para manter seus efeitos, é necessária a confirmação da maioria dos Ministros do Supremo Tribunal Federal, isto é, trata-se da suspensão temporária dos dispositivos em ques…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/478113,,
Q09-479461,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,479461,Eduardo Gomes,2021-05-26,MDB,TO,"Solicitação da retirada de pauta de votação do Projeto de Lei nº 872, de 2021, que dispõe sobre o uso da Inteligência Artificial.","O SR. EDUARDO GOMES (Bloco Parlamentar Unidos pelo Brasil/MDB - TO. Pela ordem.) – Presidente, Srs. Senadores, Sras. Senadoras, o pedido de palavra pela ordem é para comunicar às Sras. e aos Srs. Senadores a solicitação, por tentar aprimorar e chegar a bom termo a votação, de retirada de pauta do item 2, do Projeto de Lei nº 872, de 2021, do nosso querido Senador Veneziano, nosso Vice-Presidente. Sr. Presidente, o projeto tem recebido contribuições valorosas. No dia de ontem ainda, recebi informações de projetos análogos, de sugestões. Então, eu gostaria desse tempo para atender algumas entidades, conversar com o autor do projeto, com quem me relaciono muito bem e, juntos, formularmos o melhor relatório possível. Então, eu gostaria de solicitar apoio ao requerimento de retirada, mas vou fazer isso evidentemente tendo também, como Relator designado por V. Exa., a tranquila tarefa de conversar com o nosso Vice-Presidente, Senador Veneziano, sobre o trâmite do projeto de lei e a sua aprovação. Então, peço o apoio de todos. E informo também, Sr. Presidente, nesta sessão de hoje, que, por deliberação de V. Exa., iniciamos os debates para a sessão do Congresso Nacional que será na próxim…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/479461,,
Q09-479862,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,479862,Rodrigo Pacheco,2021-04-27,DEM,MG,"Solicitação da retirada de pauta do Projeto de Lei nº 1052, de 2020, que altera a Lei nº 8.213, de 24 de julho de 1991, para permitir a contratação dos pais de menores com deficiência, assim como de seus responsáveis legais, quando não houver, no município da prestação dos serviços, pessoas com deficiência habilitadas para a admissão nos moldes do referido dispositivo legal.","…r Vanderlan Cardoso, esse pedido, que se soma ao pedido da Bancada Feminina em relação ao PLC 130. E, quanto ao item 7, Projeto de Lei 1.052, de 2020, de sua autoria, relatado pelo Senador Otto Alencar, eu pergunto ao Plenário se há alguma objeção à retirada de pauta por pedido do Relator e também do autor do projeto. (Pausa.) Não havendo objeção do Plenário, nós retiramos de pauta e aguardamos o posicionamento do Relator para reinclusão na pauta do Senado Federal, Senador Vanderlan Cardoso. Pede a palavra pela ordem a Senadora Zenaide Maia.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/479862,,
Q09-482832,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,482832,Marcelo Castro,2021-09-02,MDB,PI,"Solicitação da retirada de pauta do Projeto de Lei nº 2350, de 2021, que cria o Programa Gás para os Brasileiros e altera a Lei nº 10.336, de 2001, que institui a Contribuição de Intervenção no Domínio Econômico incidente sobre combustíveis (Cide), relatado por S. Exa.","O SR. MARCELO CASTRO (Bloco Parlamentar Unidos pelo Brasil/MDB - PI. Pela ordem.) – Eu gostaria de me dirigir a V. Exa. e pedir a retirada de pauta do item de que sou o Relator, em busca de um consenso. Recebemos umas ponderações sobre algumas modificações que precisam ser feitas. Como nós temos sempre o espírito de colaborar, de conciliar, de compor, então nós estamos dando um tempo para poder haver um entendimento entre as diversas partes envolvidas na questão. Agradeço a V. Exa. e agradeço também ao Senador Alvaro Dias. Obrigado.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/482832,,
Q09-484702,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,484702,Fernando Bezerra Coelho,2021-10-26,MDB,PE,"Defesa de entendimento para retirada de pauta do Projeto de Decreto Legislativo nº 826, de 2021, que susta dispositivos da Portaria nº 131, de 2021, do Ministério da Infraestrutura, referente à Medida Provisória nº 1065, de 2021, que dispõe sobre o marco regulatório das ferrovias, em razão do reconhecimento pelo Poder Executivo da necessidade da sua republicação para priorização da análise de requerimentos de autorização e não de outorga.","O SR. FERNANDO BEZERRA COELHO (Bloco Parlamentar Unidos pelo Brasil/MDB - PE. Pela ordem.) – Sr. Presidente, Sras. e Srs. Senadores, eu peço a palavra pela ordem para tratar de um assunto que consta na Ordem do Dia, que é a apreciação do projeto de decreto legislativo para sustar os efeitos da Portaria 131/2021 do Ministério de Infraestrutura. Após conversa com. V. Exa. e também em entendimentos com o Relator do nosso projeto de lei que trata do marco ferroviário, o Senador Jean Paul, nós chegamos a um entendimento para o qual eu queria pedir a compreensão do Senador José Aníbal, que é o Relator do PDL. Não tive a oportunidade de falar com ele, mas falei com o Líder do PSDB, o Senador Izalci, sobre a tentativa de a gente construir um entendimento, na republicação da portaria, para sustar da portaria a expressão ""outorga"", que estava inscrita no §1º do art. 9°, sobre o que se deu uma polêmica e um debate. Os Senadores têm razão, o Ministro Tarcísio se convenceu, bem como os técnicos do Ministério de Infraestrutura, no sentido de que a prioridade será dada à análise dos requerimentos de autorização, e não na eventual prioridade na outorga. Então, esse foi um entendimento em que conse…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/484702,,
Q09-485415,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,485415,Jean-Paul Prates,2021-11-23,PT,RN,"Solicitação da votação do Requerimento nº 2285, de 2021, de oitiva da Comissão de Assuntos Econômicos e da Comissão de Serviços de Infraestrutura sobre o Projeto de Lei Complementar (PLP) n° 147, de 2019 (Substitutivo da Câmara dos Deputados), que ""Altera a Lei Complementar n° 123, de 14 de dezembro de 2006 (Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte), para modificar a composição e o funcionamento do Comitê Gestor do Simples Nacional (CGSN) e ampliar o âmbito de aplicação de seu regime tributário"".","O SR. JEAN PAUL PRATES (Bloco Parlamentar da Resistência Democrática/PT - RN. Pela ordem.) – Apenas para aproveitar o tempo que estão se organizando para a votação e a entrada da Senadora Leila Barros, para solicitar a apreciação do nosso requerimento para votar o requerimento para a ida à CAE, retirada de pauta do item 3. Ao menos para a retirada de pauta do item 3. Hoje temos várias questões aqui que nos chegaram, que nos fazem pensar que é bom ganhar um tempinho ainda para discutir a fase final aqui desse processo em relação ao caminhoneiro autônomo. Obrigado. O SR. PRESIDENTE (Rodrigo Pacheco. PSD - MG) – V. Exa. se refere ao Substitutivo da Câmara dos Deputados ao Projeto de Lei Complementar nº 147, de 2019. O SR. JEAN PAUL PRATES (Bloco Parlamentar da Resistência Democrática/PT - RN) – 147, de 2019, exatamente. O SR. PRESIDENTE (Rodrigo Pacheco. PSD - MG) – V. Exa. pede a retirada de pauta? O SR. JEAN PAUL PRATES (Bloco Parlamentar da Resistência Democrática/PT - RN) – Perfeitamente.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/485415,,
Q09-485416,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,485416,Alvaro Dias,2021-11-23,PODEMOS,PR,"Apoio à solicitação de adiamento da apreciação do Projeto de Lei Complementar (PLP) n° 147, de 2019 (Substitutivo da Câmara dos Deputados), que ""Altera a Lei Complementar n° 123, de 14 de dezembro de 2006 (Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte), para modificar a composição e o funcionamento do Comitê Gestor do Simples Nacional (CGSN) e ampliar o âmbito de aplicação de seu regime tributário"".","O SR. ALVARO DIAS (Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - PR. Pela Liderança.) – O Podemos apoia, Presidente, a retirada de pauta.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/485416,,
Q09-489111,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,489111,Eduardo Girão,2022-03-10,PODEMOS,CE,"Solidariedade às Senadoras que sofreram ameaças, por meio de redes sociais, em decorrência do adiamento da votação do Projeto de Lei nº 3723, de 2019, que facilita o acesso a armas de fogo, na Comissão de Constituição, Justiça e Cidadania (CCJ) do Senado Federal. Manifestação contrária ao referido Projeto.","O SR. EDUARDO GIRÃO (Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Pela ordem.) – Sr. Presidente, muito obrigado pela oportunidade. Eu queria, em primeiro lugar, manifestar minha solidariedade com a Senadora Eliziane Gama, a Senadora Simone Tebet, porque nós, muitas vezes até, estamos de outro lado, pensando diferentemente em algumas pautas. Nesta, nós estamos juntos pela paz, pela vida, pelo controle de armas de fogo. Eu também fui ameaçado, já tomei o procedimento junto à Polícia Legislativa, fui muito bem acolhido e o processo já iniciou. E agradeço a sua fala, Presidente, de apoio aos Parlamentares, garantindo o nosso livre exercício do mandato, com voto, com opinião. Mas o que eu queria colocar é que eu tenho convicção absoluta de que foi uma minoria dos CACs. A gente recebe, às vezes – dessa vez foi ameaça –, muito palavrão, certas situações, assim, de agressividade, de constrangimento. Isso é o tempo todo, Senador Nelsinho, o tempo todo, quando se entra nesse assunto de arma – quando se entra nesse assunto de arma –, porque a intolerância está muito grande no país. Por isso que eu acho que não é prioridade absoluta, no momento em que a gente vive, se deliberar sobre esse …",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/489111,,
Q09-489228,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,489228,Zenaide Maia,2022-03-23,PROS,RN,"Como Relatora - Para proferir parecer sobre o Projeto de Resolução do Senado (PRS) n° 7, de 2022, que ""Altera a Resolução do Senado nº 14, de 2021, para constituir a Frente Parlamentar pelo Controle de Armas, pela Paz e pela Vida"".","…ão, a redação, a alteração e a consolidação das leis, mas a sua redação merece alguns reparos, a fim de evitar interpretações incorretas quanto ao alcance do seu objeto. De fato, o escopo da frente parlamentar em tela abarca não apenas o controle de armas, mas também o de munições, já que o arcabouço normativo relativo às primeiras está intimamente ligado ao dessas últimas. A esse propósito, basta consultar a própria legislação que regulamenta a matéria, a Lei nº 10.826, de 22 de dezembro de 2003, em cuja ementa se lê “dispõe sobre registro, posse e comercialização de armas de fogo e munição”, razão pela qual propomos a apresentação de emendas de redação a fim de reparar esse lapso do texto original do PRS nº 7, de 2022. Quanto ao mérito, concordamos plenamente com a justificação apresentada pelos autores, no sentido da necessidade de se instituir uma frente parlamentar que se proponha a discutir o tema do controle de armas de forma abrangente, respeitando a complexidade do assunto e evitando dogmatismos maniqueístas que buscam enquadrar a matéria como um embate entre os “pró-armas” e os “pró-desarmamento”. Desse modo, entendemos que a criação da Frente Parlamentar pelo Controle de…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/489228,,
Q09-489692,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,489692,Carlos Fávaro,2022-03-30,PSD,MT,"Considerações sobre o Projeto de Lei (PL) n° 675, de 2021, que ""Modifica os arts. 138 a 141 e art. 144 do Decreto 2.848, de 7 de dezembro de 1940 – Código Penal"", para aumentar as penas cominadas aos crimes de calúnia, difamação e injúria, bem como criar critérios para a ampliação das respectivas penas pecuniárias.","…saltar aos colegas Senadores que também vou consultar o Relator da matéria, o Exmo. Senador Angelo Coronel, sobre a propositura, mas quero dizer que não há, desta feita, um afogadilho para a votação da matéria. Vejam como foi dito: ela já foi para a pauta do Senado Federal em 14 de julho de 2021, exatamente quando estávamos debatendo os aperfeiçoamentos da legislação eleitoral prevista para 2022. Este tema é muito importante. Nós não podemos deixar sem que seja debatido por esta Casa, para darmos as respostas a todos os brasileiros que sofrem com a banalização dos crimes contra a honra. Eu concordo que a necessidade de discutir o assunto é eminente, tanto que tivemos a participação de 11 Senadores, com emendas – e também as proposituras feitas pelo Senador Angelo Coronel – que melhoraram o texto. Eu consulto o Senador Angelo Coronel quanto à retirada de pauta hoje para que nós possamos ampliar o debate, até porque, diga-se de passagem, não me sinto confortável de levar uma matéria de que sou autor numa sessão em que o Presidente da Casa não está, o Presidente Rodrigo Pacheco. Se o Senador Angelo Coronel concordar, nós retiramos de pauta hoje. Amanhã, também, fica retirada de pauta,…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/489692,,
Q09-492788,Q09,Armas e processo legislativo,Qual pronunciamento respondeu questão de ordem sobre a retirada de pauta do PDL 55 de 2021 relativo à flexibilização da aquisição de armas?,492788,Lafayette de Andrada,2022-07-11,REPUBLICANOS,MG,"Apresentação de Questão de Ordem, com fundamento no § 6º do art. 66 da Constituição Federal, acerca do sobrestamento da pauta de votação por vetos pendentes de deliberação após o prazo fixado, em razão da solicitação de inversão de pauta para votação do Projeto de Lei do Congresso Nacional nº 5, de 2022, PLDO 2023, que ""Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2023 e dá outras providências"".","O SR. LAFAYETTE DE ANDRADA (REPUBLICANOS - MG. Para questão de ordem. Sem revisão do orador.) – O Republicanos levanta também a mesma questão de ordem sobre a impossibilidade da inversão de pauta, uma vez que o Regimento é claro e a Constituição também, no sentido de que, primeiro, votam-se os vetos – eles estão obstruindo a pauta – e de que, somente depois de votados os vetos, votaremos, então, o projeto da LDO.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/492788,,
Q10-468560,Q10,Proteção de dados,Qual pronunciamento apresentou uma reflexão sobre a proteção de dados pessoais na atualidade?,468560,Izalci Lucas,2020-06-22,PSDB,DF,Sessão de Debates Temáticos destinada a debater sobre o adiamento das eleições municipais durante a pandemia.,"…o sábado e o domingo para a gente poder realmente não deixar aglomerar muita gente. Vou aproveitar a oportunidade para falar sobre um outro tema que me preocupa muito neste momento agora. Tanto na Itália quanto na Hungria, as agências reguladoras de proteção de dados já multaram os partidos políticos em alguns mil reais, respectivamente, por falhas de segurança de dados e de privacidade. Em nosso caso, a Lei Geral de Proteção de Dados Pessoais entra em vigor agora antes de a agência de dados brasileira ser criada. Poderia algum juiz eleitoral ou o próprio Ministério Público aplicar multas que a lei estabelece? Essa lei prevê nove punições para quem descumprir as suas regras, entre elas: o bloqueio de uso dos dados e a proibição da atividade relacionada ao tratamento desses dados. Na prática, se a lei entrar em vigor durante o processo eleitoral agora, de 2020, poderá a agência nacional de proteção de dados suspender uma candidatura, uma convenção partidária, ou o registro de uma candidatura de um partido político ou coligação se houver uso ilegal desses dados pessoais? Será que os partidos políticos estão em conformidade com essa lei de proteção de dados para as eleições, agora, mu…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/468560,,
Q10-481521,Q10,Proteção de dados,Qual pronunciamento apresentou uma reflexão sobre a proteção de dados pessoais na atualidade?,481521,WALDEMAR GONÇALVES ORTUNHO JÚNIOR,2021-07-16,,,"Sessão de Debates Temáticos destinada à análise do Projeto de Lei nº 872, de 2021, que dispõe sobre o uso da Inteligência Artificial.","O SR. WALDEMAR GONÇALVES ORTUNHO JÚNIOR (Para exposição de convidado.) – Obrigado, Senador Eduardo Girão. Antes, eu tenho que agradecer este convite que o Senado fez à Autoridade Nacional de Proteção de Dados. É um assunto bastante relevante para a proteção de dados do titular de dados pessoais no nosso País. Parabenizo, então, a iniciativa do Senado Federal em abrir o debate público, que deve ser o mais amplo possível, efetuado com cautela e considerar a complexidade e a importância que envolvem o tema. Já ouvimos diversas apresentações. Será uma manhã fantástica em que poderemos ver diferentes opiniões envolvendo diferentes atores em termos de Brasil. A inteligência artificial irá produzir profundos impactos em diversos setores da sociedade, com muitas consequências positivas em que poderemos, por exemplo, ver o aumento da produtividade, da inovação, do desenvolvimento de novos negócios. Contudo, também é importante atentar para possíveis consequências negativas decorrentes, por exemplo, do risco de discriminação, do impacto sobre o mercado de trabalho, e isso significa que a regulação da inteligência oficial deve ser orientada a riscos, de forma a aproveitar o que há de melhor p…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/481521,,
Q10-481522,Q10,Proteção de dados,Qual pronunciamento apresentou uma reflexão sobre a proteção de dados pessoais na atualidade?,481522,Eduardo Girão,2021-07-16,PODEMOS,CE,"Sessão de Debates Temáticos destinada à análise do Projeto de Lei nº 872, de 2021, que dispõe sobre o uso da Inteligência Artificial.","…DENTE (Eduardo Girão. Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE) – Gratíssimo. Nós é que estamos aqui felizes com a sua participação, Sr. Waldemar Gonçalves Ortunho Júnior, que é diretor-presidente do Conselho Diretor da Autoridade Nacional de Proteção de Dados (ANPD). É interessante esse tema, sim – eu sou um leigo, completamente leigo no assunto, estou aprendendo com vocês aqui, confesso que preciso mergulhar mais nesse assunto –, a inovação, o avanço da inteligência artificial está tão grande a um ponto que chega a assustar a gente. Às vezes, a gente está com o telefone aqui do lado desligado e tudo, fala um tema: ""Ah, essa cadeira não está legal"". Não sei se aconteceu com vocês isso já. E aí, daqui a pouco você vai ver uma rede social sua, alguma coisa, já tem lá um anúncio de cadeira. É um negócio impressionante, é assustador realmente e a gente precisa ter muito cuidado. Tem um documentário, que depois se alguém quiser comentar mais na frente, eu sei que o tempo é muito curto, mas um documentário chamado ""O Dilema das Redes"" que é muito impactante, a manipulação, algumas situações ali em que a gente precisa ter muito cuidado. Essa questão de privacidade, essa questão po…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/481522,,
Q10-481523,Q10,Proteção de dados,Qual pronunciamento apresentou uma reflexão sobre a proteção de dados pessoais na atualidade?,481523,FABRICIO DA MOTA ALVES,2021-07-16,,,"Sessão de Debates Temáticos destinada à análise do Projeto de Lei nº 872, de 2021, que dispõe sobre o uso da Inteligência Artificial.","…que continuará outorgando esse espaço para contribuições. Agradeço ao amigo Gallindo, Sergio Paulo Gallindo, pela gentileza da concessão da inversão de pauta. Sr. Presidente, muito me orgulha representar o Senado Federal como Conselheiro Nacional de Proteção de Dados Pessoais e da Privacidade e me sinto bastante confortável em falar após o nosso Diretor-Presidente, Dr. Waldemar Gonçalves, especialmente pela convergência de opinião. O tema ""inteligência artificial"" é um tema de complexidade. Todos os que me antecederam e certamente os que me sucederão confirmarão, e V. Exa. muito bem trouxe aqui a dimensão exata dessa complexidade. A regulação em si atrai debates até mesmo que partem sobre a própria necessidade da regulação, e está muito claro que há um risco suficiente a justificar uma política legislativa promovida tanto pelo Governo Federal brasileiro como pelo próprio Congresso Nacional, através de suas Casas. Nós temos os projetos de lei tramitando aqui no Senado, como temos os projetos de lei tramitando na Câmara dos Deputados também. Ou seja, há um intuito muito claro das instituições públicas no sentido de propor a regulação sobre essa matéria, o que, de fato, me parece algo…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/481523,,
Q10-481544,Q10,Proteção de dados,Qual pronunciamento apresentou uma reflexão sobre a proteção de dados pessoais na atualidade?,481544,Eduardo Girão,2021-07-16,PODEMOS,CE,"Sessão de Debates Temáticos destinada à análise do Projeto de Lei nº 872, de 2021, que dispõe sobre o uso da Inteligência Artificial. Leitura de pergunta do Relator da matéria, Senador Eduardo Gomes.","…para uma pergunta do Relator. Mais uma vez, muito obrigado, Sr. Sergio Paulo Gallindo. Agora, uma pergunta do Relator, Senador Eduardo Gomes. Um dos elementos básicos da construção de sistemas baseados em inteligência artificial é o processamento de dados, inclusive de dados pessoais. Aliás, neste particular, representando um risco adicional ao cidadão em razão dos impactos à privacidade e a outras liberdades. Quanto a isso, o Brasil recentemente aprovou uma Lei Geral de Proteção de Dados, que entrou em vigor somente ao final de 2020, ou seja, há menos de um ano e que ainda não foi ainda minimamente regulamentada. A Autoridade Nacional de Proteção de Dados, aqui representada por seu presidente, que é o Diretor Waldemar Gonçalves, tem buscado realizar essa regulamentação, mas fato é que não temos ainda um sistema maduro de proteção de dados pessoais implementado. Dito isso, questiono os convidados debatedores... E eu peço que um de vocês, se puder, levante a mão. Já estou até aqui com o Márcio, que pediu para responder. A pergunta é: faz sentido aprovar, neste momento, a regulamentação da inteligência artificial através de uma lei própria, especialmente no contexto de que esse marco…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/481544,,
Q10-481545,Q10,Proteção de dados,Qual pronunciamento apresentou uma reflexão sobre a proteção de dados pessoais na atualidade?,481545,MARCIO NOBRE MIGON,2021-07-16,,,"Sessão de Debates Temáticos destinada à análise do Projeto de Lei nº 872, de 2021, que dispõe sobre o uso da Inteligência Artificial. Resposta à pergunta do Relator da matéria, Senador Eduardo Gomes.","… multissetorial, com 21 pessoas, às vezes é difícil tratar dos temas. Então, nós, lá, adotamos grupos de trabalho para abordar as diversas nuances daquilo que se passa na internet. E a resposta, simples, acho que seria ""não"". De fato, a Lei Geral de Proteção de Dados só está entrando em pleno vigor agora, em agosto, quando as sanções começarão a ser passíveis de aplicação. E, realmente, o caminho que foi preciso trilhar entre a discussão, a feitura da lei, a institucionalização e o avanço disso para a penalização não foi curto e ainda está em pleno progresso. O nosso Conselho Nacional de Proteção de Dados, inclusive, deve se reunir em breve, está sendo povoado por derradeiro agora, eu mesmo represento o nosso Comitê Gestor da Internet também nesse comitê... Então, parece-me que é importante termos bastante parcimônia quanto a esse avanço, conversarmos e discutirmos bastante e também separarmos os debates das aplicações, aquelas aplicações que são voltadas para a Internet das Coisas, cuja política pública já está bastante madura, bastante assentada, que já vem desde o Plano Nacional de Internet das Coisas, editado em 2019, que por sua vez decorre de estudos contratados pelo BNDES en…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/481545,,
